[items]{#id}id,operating_name,legal_name,provider_type,code,ukprn,urn
7b2b4e07-ef9a-42d3-b63f-76385ab08f5f,Arthur Terry School,,school,1QN,10034759,138136
3654ac7f-a228-4b70-8211-b4a8a87efff2,Arthur Terry SCITT,The Arthur Terry Learning Partnership,school,A67,10034759,
83b8eab7-515b-4a5c-9f6c-2cf9451c6c32,Ascend Learning Trust,,school,4A5,10058663,144773
8dd66e58-5936-4a8b-b38a-672377c8e8c3,Ashdene Primary School,,school,3A6,10074366,111227
3a2587e2-7c81-49e9-baef-81b30dcdb670,Ashfield School ITT,,school,2L9,10036962,137981
7f99555d-c4fd-4504-9b62-489bc03f1cc6,Ashmole Academy (North London Teaching Alliance),,school,1P2,10031563,136308
546de5a9-3ead-41a0-8bbe-15403c2d8b75,Ashton on Mersey School SCITT,The Dean Trust,school,24L,10055366,
5a3f92ed-1b7f-4344-b5e0-bb6754abedfb,Ashton Teacher Training Partnership,,school,29O,10082366,146816
a1a22139-2c99-43d0-a389-5f08dc247e78,Aspirations Academies Trust,,school,2O1,10088769,
2b516746-82ce-446c-abe0-820809d35234,Aspire Academy Trust,,school,2HB,10058372,136597
2d5f2b40-d711-4485-a1a2-d7820155215a,Aspire Basingstoke,,school,28R,10054050,70241
44154bad-1101-45aa-9d7c-7ed822e069b4,Aspire Education Alliance,,school,27K,10075063,101219
c4aa1a4a-c6d6-448d-b76f-aa718557e77a,Aspire Teacher Training,,school,1XQ,10005790,140444
09f648d2-4a75-48b9-9ba4-0a215debfc11,ASSET Education,,school,146,10048992,141819
ab11842d-8963-4c29-abe3-2cb20d05aea0,Associated Merseyside Partnership SCITT,Lydiate Learning Trust,school,25F,10055360,
ab4d2e97-2eb6-4300-ba09-c3d99e4f93fa,Aston Community Education Trust,,school,17U,10005790,143141
6fc90eb7-23fb-49c7-889c-33a834212c12,Astra Aylesbury Hub,,school,2KM,10032610,136884
fa5ebaf3-dcf9-4dc1-b654-e08be6ec579d,Astra Aylesbury Primary Hub,,school,5G5,10032610,110356
8cee17f5-3ed3-4fda-9388-359f122d0b7d,Astra SCITT,Dr Challoner’s Grammar School,school,28E,10032610,
305f6bb3-55a0-46c2-9d6e-a3eb65a076db,Astrea Academy Trust,,school,3A9,10067898,
44455e36-95e2-40a6-afa3-605788229e49,ATT Partnership,,school,2CZ,10042286,139867
5cabadeb-9418-42e9-9749-73bb9e93e530,Authentic Education Training school,,school,135,10003614,137998
8b99ffa7-34dd-4c1c-ac8c-ea7c61ef4938,Avanti Schools Trust,,school,4A3,10058487,138227
c059f562-42f8-4afe-8153-556e132fd84d,Avenue Primary Academy,,school,1J3,10053779,142177
da4efeef-268b-4d96-9094-0c6915d4103f,Axbridge C of E First School Academy,,school,3J9,10058347,138763
b88b55d5-05c6-4fde-a0da-e25b7681dfef,Balcarras Teaching School Hub,,school,14B,10032991,136474
f7201554-12cf-421b-bf85-c2e00aa9ff36,Bannockburn Primary School,,school,200,10078056,100113
e26d59fa-b1ee-49a0-a101-77722fc4b8d2,Barking Abbey SCITT,,school,5B1,10000527,
45502d62-db37-4677-869b-e5a2769093ff,Barr Beacon School,,school,1BB,10034154,136885
425b9827-304a-4356-bbeb-cbfa2f2744ab,Barr Beacon SCITT,Matrix Academy Trust,school,2AX,10053216,
a2db9047-dfc4-42b5-a020-9eaf1a8fcfd9,Basingstoke Alliance SCITT,,school,1KH,10034865,10688
206fd2fe-5052-4466-9cf2-56c0e3ee2bcc,Bath Spa University,Bath Spa University,hei,B20,10000571,133790
6888a1a8-1eb1-42f6-9d5d-c464880ad633,BBL Teacher Training,,school,4A7,10067010,119301
e3863b6e-8574-4ce5-aeb3-b68dc5a85bae,BCCET Teacher Training Partnership,,school,2B8,10061060,138054
f52ed8fc-e00d-49ac-a4ec-dd92472ae229,Beal High School (NELTA),,school,1NA,10046736,140575
278633fe-90a0-49c1-86aa-7f105aab9a74,Beaulieu Park Primary School,,school,3B2,10092263,145916
d1e0c492-429e-4d08-8019-433ffc43369a,BEC Teacher Training,,school,B28,10058882,
7bdc9e5b-c9ab-4a44-89b4-c084edefeef4,Beckfoot Trust Teacher Training,,school,1MU,10059960,139975
372e7279-c581-48d1-bab9-df6b6b8280b0,Bedgrove Infant School,,school,1YP,10078291,110282
b856626d-4af3-4ac6-90a3-c6b11700fcb1,Beech Hill,,school,14G,10063983,144524
35325558-b148-49d8-ab81-251a088fa25e,Bellevue Place SCITT,,school,3V4,10059611,139775
79136886-6a28-4de1-aa0f-b93b279e994d,Benfleet TSA (Teacher Training),,school,1JH,10033256,136579
c46f72e4-0251-48be-90fc-d0f40f7327d8,Bengeworth Multi-Academy Trust,,school,2JC,10046169,140932
aac4cb38-c65c-479f-b804-348a1d3b6382,Benton Dene School,,school,18O,10077003,108655
c32de52b-e815-430d-ad55-3038a489a000,Berlesduna Academy Trust Teacher Training,,school,2D6,10057789,70094
5f0acab7-f16e-4899-a8b3-1acb3349f108,Best Practice Network,Best Practice Network Ltd,other,6B1,10019464,
374143c1-3e83-40e8-beae-a78a64ae97fd,Biddulph High School,,school,14K,10035123,137356
f3ed971c-55d9-4297-bd47-c5c15dd6bcd1,Billericay School,,school,1PT,10034119,70094
11350576-097e-4548-ac54-15ab7629a3bc,Bingley Grammar Teacher Training,,school,2BP,10000697,107439
a547b187-0e4c-4e8d-92b7-20fb7636d8c9,Birkenhead North Schools Partnership,,school,2F7,10074953,105086
f7aab2b2-fc77-40f3-8e24-2e56729a706e,Birmingham City University,Birmingham City University,hei,B25,10007140,133788
340e2f91-a60c-42d0-a334-f583691df46c,Birmingham Newman University,Birmingham Newman University,hei,N36,10007832,
75e3bee2-6fbc-4c6f-8a28-e9f999e7fcfb,Bishop Challoner Training School,Bishop Challoner Catholic College,school,1K2,10000722,103560
305d3efc-af00-44f4-9a8b-77c735ccc290,Bishop Grosseteste University,Bishop Grosseteste University,hei,B38,10007811,133835
2f78b2ed-dd25-4b1f-b123-2a3e93d1a2f3,Bishop Wheeler Catholic Academy Trust Professional Development Partnership (BWCAT Partnership),,school,1QD,10040645,139352
eefec03c-6cc6-46e0-941e-0199d7f1fff2,Bishop’s Stortford Initial Teacher Training,,school,13E,10059068,137156
ab770f58-2c82-45cc-ae2a-b0045be6469c,Bishop's Stortford SCITT,,school,26T,10059068,
4f66c8a9-f0ef-4aa2-9c9a-f0b29855a50a,Bitterne Park Teacher Training Alliance,,school,1F6,10014998,116458
bfac35a5-beb9-47b8-a4c3-8a9ac932cf87,Black Country Regional Training Hub - University of Worcester,,school,2BC,10007139,141712
2660d7db-992e-41eb-afc6-6e986c93334f,Black Pear Teaching Alliance,,school,2HC,10060754,140933
4fe14c6e-b666-4d8d-b932-32733ace03b2,Blackpool Sea View Trust ITT,,school,1XH,10043075,140143
329d43ba-dc4d-4e68-8a7d-85986804b2f4,Blessed Christopher Wharton Catholic Academy Trust,,school,13K,10087141,148256
93eebd22-25b3-43cd-9d26-02978757fadc,Blessed Thomas Holford Catholic College,,school,1YR,10015044,106376
de41f80b-55a3-4022-a0af-23a2cca89c46,Blue Kite Academy Trust,,school,2HL,10061050,142546
19cc2711-92c2-4171-b3d2-b674804005ba,Blue Sky,,school,21L,10007832,142205
047a3ace-1d36-4a8f-8a13-41cee7567659,Bluecoat Academy,,school,12W,10052837,70305
3e7832ad-f08a-4800-8bab-b7e0ab166545,Bluecoat SCITT Alliance Nottingham,Archway Learning Trust,school,1YH,10052837,
9acec2f1-63d9-41bc-8728-43bf52664986,BMAT Education,,school,5B4,10059426,
3e31b0c9-b309-4f45-98d4-c87b8dccd6f4,Bohunt Education Trust,,school,1DP,10033361,136643
11ee09a4-2da5-4785-ae62-0f59bd524ffb,Bordesley Multi Academy Trust,,school,5F5,10059134,137167
8197bac5-ad9e-416b-b9b2-5acb3e4e6ae2,Bosco Sussex,,school,1KY,10063488,144243
005f56ac-9ab6-4543-b5b4-01a13be35041,Bosco with the University of Sussex,,school,5B3,10063488,144243
d1aa9047-515b-40ca-a132-b44ed3962363,Bournemouth Bay Teacher Training Partnership,Twynham Learning,school,13Q,10056993,142671
f2807fa3-e17e-41da-9e67-c9e849371158,Bournemouth Bay Teacher Training Partnership,Twynham Learning,school,B52,10055369,
da8e6b57-cde6-4d6b-90eb-e8fbf2c2711f,Bradford Birth to 19 SCITT,St Edmund’s Nursery School,school,259,10047807,
91257d36-fc6a-44fe-a86d-031be74f4cbf,Bradford College,,school,B60,10000840,
6a9ad9cd-1086-44db-8c80-9259ce2e0a86,Bransgore Initial teacher Training (BITT),,school,19F,10035668,137693
66bfe690-a3f2-454a-96fa-6ac95fc40830,Bridging the Tamar Learning Alliance,,school,165,10059114,137257
b521db76-0eef-406a-b62b-e5e0bd321133,Bright Futures SCITT,Bright Futures Educational Trust,school,G65,10046414,
21418d91-4da9-4d7c-bd8a-f32de1a1251a,Brighton Hove and Sussex Schools Alliance,,school,1KN,10007212,130668
b1df7833-4bc9-4fe0-a469-97c0dc133751,"Brighton, Hove and Sussex Schools and Colleges Alliance with the University of Sussex",,school,4B5,10007212,130668
3c60f145-2554-4d7a-bea3-ff7c2756f97a,Brigshaw Learning Partnership,,school,4B1,10057632,143238
bfd451d9-d30d-4ab7-8f47-343029154f19,Bristol Excalibur Academies Trust,,school,6H5,10059937,145398
719e80fd-8942-4052-b1c4-8cd7adbe8d24,Brockhill Park,,school,19C,10035076,137458
ea43e3c9-10c5-4a2a-985d-3623b5416d35,Bromley Schools Collegiate,,school,B91,10059069,
04d1503f-0e4c-46fd-a3b8-b14a5bc73c40,Bromley Schools' Collegiate School Direct,,school,1C9,10033362,136644
fdb1c642-7020-4154-9385-2ce4b5661770,Bromsgrove Primary Partnership,,school,2HU,10080149,116665
395e6215-ed40-4c19-9d03-7cc49db7387f,Bronte Academy Trust,,school,7H7,10061184,142948
7f309814-a1c0-43bc-a918-12607a1dea07,Brunel University London,,hei,B84,10000961,
2df15e6d-4a87-426c-a4e6-d1d606e162b5,Brunswick Park Alliance,,school,267,10071299,101264
3f0c7b81-85e4-46d3-8f65-d27608e7bf9f,BTSA (Accredited by the University of Derby),,school,14D,10007851,136549
f1515b9c-15bd-4a3d-bc46-1a02b367a43f,Buckingham Partnership,The Buckingham Partnership,school,B71,10035071,
9bbaa33a-de6a-4aa7-864a-accff3e0c947,Buile Hill VA College SCITT,Buile Hill Visual Arts College,school,1WT,10057624,
1ecbf295-8fb8-4844-9699-d7018a52afbf,Burnham Teaching Partnership,,school,1MT,10035483,137564
6f4285bd-d0a2-4514-8024-4d0ff3290357,Burnt Mill Academy,,school,2GY,10035847,137694
a058b1e8-ec38-482b-9d9b-24cb80530ebf,Calthorpe Park North East Hants and Surrey Borders Consortium,,school,1UH,10015239,116436
b62ab94c-914f-40a3-8f2e-820b6ebc2eea,Cambridge Meridian Academies Trust & Swavesey Village College,,school,2KU,10033420,136580
ef3ff08f-5b44-4ccd-9b4a-749517fda8c8,"Cambridge Training Schools Network, CTSN SCITT",The Cam Academy Trust,school,1WO,10055220,
6299a7e2-005b-43ff-9d2f-b7df8b559346,Campus Tees Schools Alliance,,school,2JJ,10057507,143063
cfc4576b-e749-4578-b72b-fa79d1cf6f3b,Canterbury Christ Church University,Canterbury Christ Church University,hei,C10,10001143,133806
5072e8e8-f107-4fa9-9894-8e224df51a36,Cardinal Hume Catholic School,,school,198,10036181,137852
921cf7f5-cad1-42a9-a59c-65205b12b4af,Carlisle Schools Alliance,,school,136,10034763,137369
ebc181a6-a6f3-4e9d-854f-b89186e0a554,Carlton Academy Trust Teacher Training,,school,3,10083491,147100
05c57c02-1c1d-44c6-a128-6d2ba2e37360,Carmel College,,school,1KF,10055116,137622
0672bb62-e0d1-4ca4-bc81-9dbc683db258,Carmel Teacher Training Partnership (CTTP),,school,C23,10055116,
94858a29-1419-4ede-8dd7-d580a6769664,Castle Hill School,,school,4C4,10054655,142420
78b72be5-187f-4398-aa66-202b6719e88b,Castle Newnham Partnership,,school,29R,10007152,109661
6c2953a1-d5c2-40fe-81a9-a2301bdea50d,Castle Phoenix Alliance,,school,179,10040289,139292
cdb39932-a1ef-4183-85d8-8843fd61a083,Castle View Enterprise Teaching Alliance,,school,2FS,10027530,135818
d758998f-813c-49ab-91f8-e9b4cd859dd2,Castleman Learning Network,,school,1RP,10046893,141184
d9e00e30-d78c-4e0b-837c-c25f0b3ba681,CAT Institute of Education,,school,17B,10032964,136459
c595e463-9d3a-45e0-8f68-aeaf4dc3a402,Cathedral Schools Trust,,school,2HN,10058233,135575
57d683c6-af54-488b-8ca3-3694c1eb9d9c,Catholic Schools' Partnership,,school,134,10038068,138961
455bda3b-ae52-4205-a6f4-b06a1a4e1fba,Central Learning Partnership Trust,,school,1VG,10035949,137730
63345a46-1780-4f61-8298-724f5362dc74,Chauncy Training Partnership,,school,1RK,10034843,137090
d49338bc-4e4f-4722-a48e-510c13fd4a3a,Chepping View Primary Academy,,school,138,10036917,137979
f56fcf71-8b1a-460a-aab6-1577b1fcb1a6,Chepping View Primary Academy SCITT,Inspiring Futures Partnership Trust,school,24S,10059665,
62b5ee43-ff67-4433-bb1b-96201a2d1a32,Cheshire East SCITT,Holmes Chapel Comprehensive School,school,25Q,10035146,
03c1af98-132c-4b20-80d6-30a37dcfad8a,Cheshire Leadership & Teaching Alliance,,school,144,10038606,138742
92267dde-ed22-4353-b8ce-8c4d500eb736,Chester Diocesan Academies Trust,,school,3C5,10045107,147810
6bbc5fd6-9865-41ef-a56c-c365f3cd17b1,Chichester High School,,school,2GC,10043063,126063
fe06d8dd-bd2a-4c48-8534-6e53af7d4807,Chiltern Training Group,Chiltern Learning Trust,school,C59,10055370,
3a8170ea-3d75-4d5d-bcec-a08f0a120cbe,Chorus Education Trust and Sheffield Teacher Training Alliance,,school,1N5,10039996,139167
85b19d99-61b5-4831-a60f-aecb21f70559,Chrysalis Multi Academy Trust,,school,5C2,10058610,136656
6d2d9f3b-66b5-4b4e-a94a-0a750095cc29,City of Liverpool College,,school,L43,10003955,130487
43bd2c47-49cc-4438-89ad-97b592cc762c,City of London Academies Trust (COLAT) SCITT,,school,4C3,10058170,
844a4569-ac26-4517-8959-3cd55cf8728f,Cleeve School,,school,3B6,10033702,136772
15bb2cf4-d764-405c-bcda-db1487fba92e,CMAT Stamford Welland Academy,,school,9J1,10035739,137600
cb6e7aa9-df34-4454-a4cd-03d4fb48d271,CMAT West Town Primary,,school,1DT,10045926,140855
490f6cca-b855-4c0e-b78c-3b43b74fcff7,Co-op Academies Trust,,school,2X4,10030216,136102
fdba1da3-9ec7-41e8-96bf-406a97b4b754,Coastal Academies Trust,,school,4C5,10058585,
d96b5b9e-a5f3-40d7-9d73-141ee0536795,Colchester Teacher Training (CTTC),,school,2DB,10035498,137515
ad4758f5-ba30-4a19-b615-e56fd0fc8b06,Colchester Teacher Training Consortium,The Alpha Trust,school,C76,10035498,
42417319-dd35-43d0-a961-6e787a8146a5,Colmore Partnership Training School Alliance,,school,19Q,10052836,103189
85d740a5-e814-42e2-824d-2ecb8cc6d57b,Compton SCITT,The Compton School,school,1X7,10058414,
ce03f568-eae2-4e84-9431-4cf9fb4f8401,Compton SCITT,The Compton School,school,19P,10032609,136418
30c02648-eafb-4816-80fc-e19b031deb21,Congleton education Community Partnership,,school,29W,10046166,140981
b4bce687-ed99-4f51-9f29-5abf271ea417,Connect Education Trust,,school,189,10057790,143201
b6e46fad-4197-42c2-b5e3-acaa50d1f0cd,ConnectEd Partnership,,school,27U,10061610,143506
d55c5ec5-efb1-441b-a441-16c0bb54f572,Consortium Multi Academy Trust,,school,2J7,10061190,145795
54401a75-f095-4505-9c8b-322eca5e63c7,Cornwall Education Learning Trust (CELT),,school,4C8,10055139,147442
282d6871-f974-4bd6-a06c-9210e587a8c0,Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),,school,C79,10007063,
505caf1e-ece3-4695-aba9-37b2fe85cdd5,Cotswold Edge Teaching Alliance,,school,26P,10034599,137123
b907ac14-10ba-4ac8-9d1c-0fa181ff709c,Court Moor Partnership,,school,2J8,10015454,116412
cfcb226f-a234-4fab-a772-9f8a63db6189,Coventry and Central Warwickshire Teaching School Hub,,school,1GH,10047140,141277
07e65e50-e85d-4305-b427-cce2b53d8ede,Cranford Community College,,school,265,10033241,136522
e4706ff3-b62f-431b-817c-ea0fb72f8067,Creative Education Trust,,school,5A1,10042706,139961
bdec5ca1-666c-4666-a3cb-1e70b80e2cff,CREC Early Years Partnership,,school,25R,10033424,
3cf40a98-421e-4aaf-8dfd-b8c8a695f647,CTSN@Essex Primary SCITT,,school,4000000,10055220,70249
2a446247-d9d9-4537-98b8-6d55f76c8cda,Culcheth Campus,,school,4F5,10001791,111430
2f1cd826-faff-4cbd-89ed-7f32370a9741,Cumbria Education Trust,,school,3Q2,10049508,141995
3896d3bb-1d29-4ae5-b50a-9e924478a461,Cumbria Primary Teacher Training,,school,C97,10048041,
36500d9d-4ec8-4141-bafb-58cef3c26815,Dacorum Schools Alliance,,school,1HS,10007147,138352
64b02ce6-4952-46e3-9262-bbbab77b7d19,Danes Educational Trust,,school,3D3,10058906,136901
9f1ad46d-5ebb-4df6-af2a-590c8a5be5b2,Darlington West Park Partnership,,school,1DB,10033825,137042
377552e7-ff5d-4426-b199-ceaa8259dc3e,Dartford Grammar School,,school,29N,10032228,136359
cdbc8e8c-ba17-447e-ac81-dc433a295ddc,Debden Park High School,,school,2AP,10033412,131876
a2298448-4165-4f9a-9da6-2b3be1275091,Denbigh High School,,school,1D2,10032194,136319
02f9444c-d040-45cb-a58a-4604c0ff9018,"Developing Teachers, Schools and Academies (DTSA)",,school,1Z4,10083346,146477
227dd280-8f4d-411c-a1b4-619472bb4ee6,Devonport High School for Boys,,school,2LB,10033019,136496
5b222887-8641-4aa5-984f-74e1330e87c3,Deyes High School,,school,1CD,10035012,137533
19067436-b1dc-45f8-a07e-3b4f1acf015f,Diocese of Leeds BKCAT Alliance,,school,1ZX,10006270,108297
c8e54f8f-8e2c-4dec-a3ef-7aa1ec2862c2,Diocese of Westminster Academy Trust,,school,2W5,10059577,137895
6ca49a37-b3bd-4710-a85a-6bd39c26eb5e,Diocese of Worcester Multi Academy Trust,,school,6H6,10064288,149476
e9fc87e4-ac19-4e32-bdbb-96b33d2b7e5f,Diverse Academies Trust,,school,12K,10034870,137319
b9d595f6-4afa-406f-8772-878385dcf896,Dixons Academies Trust,,school,1EP,10001992,130909
5d9b6196-903e-4652-b869-fa3a37e55381,Doncaster ITT Partnership,,school,D51,10002008,
ed74c5e5-697f-4c9a-89b1-6e1da2ffbdaf,Dove House School Academy Trust,,school,1SG,10034865,
edfd50fc-4f54-4d0a-be4f-1a28d082867d,"Dover, Deal and Sandwich Partnership",,school,1CG,10032210,136317
3dd7d347-fba7-486a-9c92-d451bbb6f7d3,drb Ignite Multi Academy Trust,,school,5D3,10060889,
a6b7102b-8152-4424-8678-698f227fe2aa,Dudley Academies Trust SCITT,,school,4D1,10066093,
724934b9-69e3-48ee-9f90-1aaaec6e6bae,Dulwich College,,school,3D1,10015447,100861
22b107d8-7a75-48fb-83f5-f35a1fb318b9,Durham Johnston Comprehensive School,,school,4D3,10002066,114312
d23f377b-17c7-4443-b093-061c84159a39,Durham Schools Together,,school,2DP,10072165,114080
f280088a-9a38-4a1b-b47d-d433436ab2bf,Durham SCITT,The Eden Learning Trust,school,D87,10067657,
147da625-f945-4bee-b454-a96ad2bbde7c,Durham St Margaret's,,school,2FF,10073790,114230
63c46a68-1bf8-4434-a86d-2a56e8b691cd,Durham University,,hei,D86,10007143,
7f6b0a3b-9e21-433b-ab35-0e06007b2feb,E-ACT Academies Trust,,school,1Z1,10028140,135907
42884498-6141-41d9-8b77-ac6dc8e15597,e-Qualitas,e-Qualitas Professional Services,school,E69,10046623,
b0517147-4e09-450e-a059-d3b6a767db4f,East Herts Partnership,,school,1VT,10035495,137532
2b08fa73-8e1f-4b4d-80d8-fd63d4cc3fcd,East Midlands Teacher Training Partnership,East Midlands Education Trust,school,E31,10055367,
2b76a55f-580d-4087-b8b8-79be7fa51348,East of England Teacher Training,,school,2B6,10052840,
76eaeec8-6995-4e39-9f81-40220cbb5a14,East One Partnership,,school,E1P,10078399,107249
3d8608d7-f2ce-47ea-9a87-5a1164b67395,EAST SCITT,East Anglian Schools Trust,school,3C6,10058884,
eee105f0-e576-44b4-9d19-bfa4494bb18c,Eastbourne Area School District Alliance,,school,1J5,10015514,114592
1378a2cd-9d89-4220-aa35-1737aa3cbbf0,Eastbourne Area School District Alliance with the University of Sussex,,school,3R2,10015514,114592
114d6cdb-17c6-4995-a698-cd621e7b06b4,Eastwood Park Academy Trust,,school,2G1,10034832,137284
8124d69c-86c5-45e6-8d5f-f45843c3b489,Eatock Lead Partner,,school,2GV,10070107,105202
5662f26c-1034-4b7b-a842-4cb2ef0a7ede,EDEN Academy Trust,,school,50,10060479,
dfd3335c-f1ac-479b-a9c9-9181526c58d4,Eden Learning Trust,,school,2LW,10067657,138717
6af36871-94b9-46f0-8a10-27ae25bb7665,Edge Hill University,Edge Hill University,hei,E42,10007823,133828
466f9df5-7e54-401a-812f-fda6c3d86008,Educate Group Initial Teacher Training,,school,E65,10035411,
a8a9abcb-793a-4823-bee1-d414cff44554,Eleanor Palmer Primary School,,school,14F,10078057,100027
f650df15-1cf6-4e66-86c7-123127c0ed54,Elston Hall Learning Trust,,school,2JA,10061031,142349
bb85715b-a136-4f5c-95c0-327623d55fa1,Embrace SCITT,The Sea View Trust,school,400000,10062373,
81478a11-ce1d-4bfd-806f-8eccda96b2ec,Embrace SCITT @ Endeavour Learning Trust,,school,M70,10059445,
839c41c8-5193-487e-a882-91fa466ac88c,Embrace SCITT @ LET Education Trust,,school,P38,10060518,
45791a6c-6b17-4c4b-8de9-e6b1db0111fc,Embrace SCITT @ Rowan Learning Trust,,school,3R5,10059724,138110
eb9d1544-868f-4184-b5f7-2c2461af26f4,Emmaus CAT ITT,,school,40000000,10086423,133826
466704c3-29d3-4bbb-aaae-9f3ed0e77776,Endeavour Multi Academy Trust,,school,60,10058938,146727
8cfbe762-4c56-46e8-a6e2-79f056cd984f,Enhance Academy Trust SCITT,,school,3000000,10036918,137967
eb8bbd65-a02b-4cb2-bd73-7c2969301827,EQUA Mead Futures,,school,2Q4,10058424,
552b8eff-38bf-47e7-a61c-eb84406e6cee,Esk Valley Alliance,,school,1XT,12345678,121610
916da492-c3af-4bfe-a99d-0891892edc2f,Essex and Thames SCITT,Essex and Thames Education,school,T25,10034267,
9645b161-754c-47bc-9f33-aea85a4bb425,Essex Schools ITT,,school,1OS,10035578,70275
05fa1df8-5145-4cbc-bc14-5f7c06d94857,Essex Teacher Training,,school,E75,10002327,
8faecace-20d2-4ce8-9878-59191cb66e74,ETT@Northern Education Trust (NET),,school,1UR,10055739,147541
65a51f45-801a-4768-adcd-12682b932fe3,ETT@Tykes Teaching Alliance,,school,2C3,10043460,140242
cb147632-b8ca-4019-8bc9-50088d06d91d,Excalibur @ St John’s,,school,2BO,10038597,138623
6fdfb229-ed4c-4193-9e4e-8afb5d6dc729,Exceed SCITT,Exceed Academies Trust,school,2EY,10064216,
d54ad80c-4239-4431-8146-32e05320f1e8,Exceed Teaching School Hub,,school,278,10057431,143096
01c15419-236a-430e-89aa-2eccd96e6b9e,Excelsior MAT,,school,8F8,10060213,146696
e946d469-b706-42fd-a3ca-090e4eadb829,Exchange Teacher Training,Delta Academies Trust,school,1DU,10055739,136343
3f645b07-4866-41c3-9e0b-dd816fe2baa3,Exeter College,,hei,40000,10002370,
c77aa2c6-3f51-44d2-88fd-eb2876da6b02,Exeter Consortium,,school,1QX,10063074,144072
feb280f2-a275-4678-aaf6-d0e476825210,Exning Primary School,,school,1JM,10072937,124544
9bc79f3d-122f-4792-88ce-0c05399ee4a6,Extend Learning Academies Network (ELAN),,school,2DT,10065038,144918
ca6c2799-ca20-4805-9d96-982cb4c662bd,EXTOL SCITT,,school,500,10060484,
54edef8f-31cd-4752-a005-0587e2641433,Fairfield Infant School,,school,1VQ,10080422,124582
ae4206ed-87ed-4323-9985-fbe73c6a60ba,Fareham and Gosport Primary SCITT,Harrison Primary School,school,25M,10048033,
0ab92bd7-ae87-492a-b196-936b070b58f2,Fenland Alliance,,school,1XY,10007152,110632
a033453d-2c50-4632-bd63-9c92c76ffc67,FIPC (Hazelwood Schools),,school,15T,10046090,101997
4417fb1d-b4e8-40cd-af9f-e3494539ccb5,Five Counties SCITT,Cabot Learning Federation,school,4C1,10049578,135959
a9b738f3-5c37-4ce4-a5c5-b4bfa8158c38,Five Counties SCITT,Cabot Learning Federation,school,2AV,10058211,
