provider_import_notes,provider__operating_name,provider__legal_name,provider__ukprn,provider__urn,provider__code,provider__accreditation_status,accreditation__number,accreditation__start_date,accreditation__end_date,provider__provider_type,address__address_line_1,address__address_line_2,address__address_line_3,address__town_or_city,address__county,address__postcode,address__latitude,address__longitude,address__note,provider__academic_years_active,provider__academic_year_code,address__uprn,address__latitude_2,address__longitude_2,row_type,address__found,model_fields,os_fields,provider__provider_details_for_name,provider__provider_trading_names
match:market_reg:accreditation,Birmingham Newman University,Birmingham Newman University,10007832,,N36,accredited,1523,2024-08-01T00:00:00Z,,hei,Genners Lane,,,Birmingham,,B32 3NT,52.4329957,-1.9936128,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100071455160,52.4329957,-1.9936128,updated,true,,,BIRMINGHAM NEWMAN UNIVERSITY,
match:market_reg:accreditation,Bluecoat SCITT Alliance,Archway Learning Trust,10052837,,1YH,accredited,5646,2024-08-01T00:00:00Z,,scitt,Aspley Lane,,,Nottingham,,NG8 5GY,52.969366,-1.1938169,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100032287539,52.969366,-1.1938169,updated,true,,,ARCHWAY LEARNING TRUST,Archway Learning Trust (Academy Trust)
match:market_reg:accreditation,Bournemouth Bay Teacher Training Partnership,Twynham Learning,10055369,,B52,accredited,5575,2024-08-01T00:00:00Z,,scitt,Redvers Road,,,Christchurch,,BH23 3AU,50.7412083,-1.7558412,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100040576847,50.7412083,-1.7558412,updated,true,,,TWYNHAM LEARNING,Twynham Learning (Academy Trust)
match:market_reg:accreditation,Bradford College,Bradford College,10000840,,B60,accredited,5564,2026-08-01T00:00:00Z,,scitt,Bradford Campus,Great Horton Road,,Bradford,,BD7 1AY,53.7916421,-1.7604645,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,200004703694,53.7916421,-1.7604645,updated,true,,,BRADFORD COLLEGE,
match:market_reg:accreditation,Bright Futures SCITT,Bright Futures Educational Trust,10046414,,G65,accredited,5649,2024-08-01T00:00:00Z,,scitt,c/o AGGS The Lodge House,Cavendish Road,,Bowdon,Altrincham,WA14 2NJ,53.3811969,-2.359833,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.3811969,-2.359833,original,,,,BRIGHT FUTURES EDUCATIONAL TRUST,The Greater Manchester Bright Futures SCITTBRIGHT FUTURES EDUCATIONAL TRUST (Academy Trust)
match:market_reg:accreditation,Bromley Schools Collegiate,Impact MAT,10059069,,B91,accredited,5507,2024-08-01T00:00:00Z,,scitt,West Common Road,,,Bromley,,BR2 7DB,51.3748957,0.0188496,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100022891716,51.3748957,0.0188496,updated,true,,,IMPACT MULTI ACADEMY TRUST,LANGLEY PARK LEARNING TRUST (Academy Trust)
match:market_reg:accreditation,Brunel University London,Brunel University London,10000961,,B84,accredited,1504,2026-08-01T00:00:00Z,,hei,Kingston Lane,,,Uxbridge,,UB8 3PH,51.5321389,-0.4727493,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100023422889,51.5321389,-0.4727493,updated,true,,,BRUNEL UNIVERSITY LONDON,Brunel University of London
match:market_reg:accreditation,Cambridge Partnership,Meridian Trust,10053421,,C03,accredited,5602,2024-08-01T00:00:00Z,,scitt,Meridian Trust - Swavesey Village College,"Gibraltar Lane, Swavesey",,Cambridge,Cambridgeshire,CB24 4RN,52.2947667,-0.0055253,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,52.2947667,-0.0055253,original,,,,MERIDIAN TRUST,Cambridge Meridian Academies Trust (Academy Trust)
match:market_reg:accreditation,"Cambridge Training Schools Network, CTSN SCITT",The Cam Academy Trust,10055220,,1WO,accredited,5630,2024-08-01T00:00:00Z,,scitt,Sheepfold Lane,Cambourne,,Cambridge,,CB23 6FR,52.2226113,-0.0840494,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,10090707194,52.2226113,-0.0840494,updated,true,address__address_line_1,organisation_name,THE CAM ACADEMY TRUST,The Cam Academy Trust (Academy Trust)
match:market_reg:accreditation,Canterbury Christ Church University,Canterbury Christ Church University,10001143,133806,C10,accredited,1505,2024-08-01T00:00:00Z,,hei,North Holmes Road,,,Canterbury,,CT1 1QU,51.277939,1.090659,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100062279041,51.277939,1.090659,updated,true,,,CANTERBURY CHRIST CHURCH UNIVERSITY,
match:market_reg:accreditation,Chepping View Primary Academy SCITT,Inspiring Futures Partnership Trust,10059665,,24S,accredited,5664,2024-08-01T00:00:00Z,,scitt,Cressex Road,,,High Wycombe,,HP12 4PR,51.615214,-0.7747284,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,10000170617,51.615214,-0.7747284,updated,true,provider__legal_name,organisation_name,INSPIRING FUTURES PARTNERSHIP TRUST,INSPIRING FUTURES PARTNERSHIP TRUST (Academy Trust)
match:market_reg:accreditation,Cheshire East SCITT,Holmes Chapel Comprehensive School,10035146,,25Q,accredited,5680,2024-08-01T00:00:00Z,,scitt,Selkirk Drive,Holmes Chapel,,Crewe,,CW4 7DX,53.197618,-2.367597,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100012822281,53.197618,-2.367597,updated,true,,,HOLMES CHAPEL COMPREHENSIVE SCHOOL,
match:market_reg:accreditation,Chiltern Training Group,Chiltern Learning Trust,10055370,,C59,accredited,5508,2024-08-01T00:00:00Z,,scitt,Company Secretary Chiltern Learning Trust c/o Denbigh High School,Alexandra Avenue,,Luton,Bedfordshire,LU3 1HE,51.8913483,-0.4240396,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.8913483,-0.4240396,original,,,,CHILTERN LEARNING TRUST,Chiltern Learning Trust (Academy Trust)
match:market_reg:accreditation,Compton SCITT,The Compton School,10058414,,1X7,accredited,5644,2024-08-01T00:00:00Z,,scitt,Summers Lane,,,London,,N12 0QG,51.6092552,-0.1632865,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,200110196,51.6092552,-0.1632865,updated,true,provider__legal_name,organisation_name,MIDDLESEX LEARNING TRUST,MIDDLESEX LEARNING TRUST (Academy Trust)
match:market_reg:accreditation,Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),Truro & Penwith College,10007063,,C79,accredited,5511,2024-08-01T00:00:00Z,,scitt,College Road,,,Truro,,TR1 3XX,50.2618016,-5.1009933,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,10001215315,50.2618016,-5.1009933,updated,true,,,TRURO AND PENWITH COLLEGE,
match:market_reg:accreditation,EAST SCITT,East Anglian Schools Trust,10058884,,3C6,accredited,5720,2024-08-01T00:00:00Z,,scitt,Main Road,Kesgrave,,Ipswich,,IP5 2PB,52.0671156,1.2446134,,"2026,2025,2024,2023,2022,2021,2020",2026,200004673873,52.0671156,1.2446134,updated,true,,,EAST ANGLIAN SCHOOLS TRUST LTD,FARLINGAYE HIGH SCHOOL (Academy Trust)
match:market_reg:accreditation,East Midlands Teacher Training Partnership,East Midlands Education Trust,10055367,,E31,accredited,5614,2024-08-01T00:00:00Z,,scitt,East Midlands Education Trust,The West Bridgford School,Loughborough Road,West Bridgford,Nottingham,NG2 7FA,52.9191327,-1.1392074,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,52.9191327,-1.1392074,original,,,,EAST MIDLANDS EDUCATION TRUST,East Midlands Education Trust (Academy Trust)
match:market_reg:accreditation,Edge Hill University,Edge Hill University,10007823,133828,E42,accredited,1510,2024-08-01T00:00:00Z,,hei,St. Helens Road,,,Ormskirk,,L39 4QP,53.5596255,-2.8738368,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100012895088,53.5596255,-2.8738368,updated,true,,,EDGE HILL UNIVERSITY,
match:market_reg:accreditation,Educate Group Initial Teacher Training,Education Management Direct Limited,10035411,,E65,accredited,5587,2024-08-01T00:00:00Z,,scitt,Educate Group Initial Teacher Training,"Education Management Direct Ltd, Regus House","Herons Way, Chester Business Park,","Chester,",Cheshire,CH4 9QR,53.1600579,-2.9036414,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.1600579,-2.9036414,original,,,,EDUCATION MANAGEMENT DIRECT LIMITED,Educate Teacher Training
match:market_reg:accreditation,Embrace SCITT,The Sea View Trust,10062373,,4E5,accredited,5731,2023-08-01T00:00:00Z,,scitt,C/o Sea View Trust & Tor View School,Clod Lane,,Haslingden,Lancashire,BB4 6LR,53.6914803,-2.3117987,,"2026,2025,2024,2023",2026,,53.6914803,-2.3117987,original,,,,TOR VIEW SCHOOL,
match:market_reg:accreditation,Exceed SCITT,Exceed Academies Trust,10064216,,2EY,accredited,5714,2024-08-01T00:00:00Z,,scitt,Rillington Mead,,,Bradford,,BD10 0EF,53.8251031,-1.7134663,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,200004707689,53.8251031,-1.7134663,updated,true,,,EXCEED ACADEMIES TRUST,
match:market_reg:accreditation,Exchange Teacher Training,Delta Academies Trust,10055739,136343,1DU,accredited,5724,2024-08-01T00:00:00Z,,scitt,Education House,Spawd Bone Lane,,Knottingley,,WF11 0EP,53.7046213,-1.244632,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,63191635,53.7046213,-1.244632,updated,true,provider__legal_name,organisation_name,DELTA ACADEMIES TRUST,Delta Academies Trust (Academy Trust)
match:market_reg:accreditation,Five Counties SCITT,Cabot Learning Federation,10058211,,2AV,accredited,5695,2024-08-01T00:00:00Z,,scitt,Russell Town Avenue,,,Bristol,,BS5 9JH,51.4593101,-2.5624489,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,92110,51.4593101,-2.5624489,updated,true,,,CABOT LEARNING FEDERATION,CABOT LEARNING FEDERATION (Academy Trust)
match:market_reg:accreditation,Forest Independent Primary Collegiate SCITT,Hazelwood Schools,10046090,,F82,accredited,5517,2026-08-01T00:00:00Z,,scitt,Latton Green Primary Academy Site,Riddings Lane,,Harlow,Essex,CM18 7HT,51.7489233,0.1137553,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.7489233,0.1137553,original,,,,HAZELWOOD INFANT SCHOOL,Forest Independent Primary Collegiate
match:market_reg:accreditation,Future Teacher Training,Future Academies,10043978,,P58,accredited,5633,2024-08-01T00:00:00Z,,scitt,Lupus Street,,,London,,SW1V 3AT,51.4876655,-0.1363816,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,10033620911,51.4876655,-0.1363816,updated,true,,,FUTURE ACADEMIES,
match:market_reg:accreditation,"GORSE SCITT (Leeds, Bradford, Hull and East Yorkshire)",GORSE Academies Trust,10055363,,1N1,accredited,5658,2024-08-01T00:00:00Z,,scitt,GORSE SCITT,Leeds Mathematic School,105 Albion Street,Leeds,West Yorkshire,LS1 5AS,53.7992515,-1.5452098,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.7992515,-1.5452098,original,,,,THE GORSE ACADEMIES TRUST,The GORSE Academies Trust (Academy Trust)GORSE SCITT
match:market_reg:accreditation,George Spencer Academy SCITT,The Spencer Academies Trust,10058352,,1HR,accredited,5595,2024-08-01T00:00:00Z,,scitt,George Spencer Academy,Arthur Mee Road,,Stapleford,Nottingham,NG9 7EW,52.9209512,-1.2676247,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,52.9209512,-1.2676247,original,,,,THE SPENCER ACADEMIES TRUST,THE SPENCER ACADEMIES TRUST (Academy Trust)
match:market_reg:accreditation,Gloucestershire Initial Teacher Education Partnership (GITEP),The Balcarras Trust,10058482,,G48,accredited,5518,2024-08-01T00:00:00Z,,scitt,East End Road,Charlton Kings,,Cheltenham,,GL53 8QF,51.8814114,-2.0436998,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100121234951,51.8814114,-2.0436998,updated,true,,,THE BALCARRAS TRUST,THE BALCARRAS TRUST (Academy Trust)
match:market_reg:accreditation,"Goldsmiths, University of London","Goldsmiths, University of London",10002718,,G56,accredited,1511,2024-08-01T00:00:00Z,,hei,Goldsmiths College,"8, Lewisham Way",,London,,SE14 6NW,51.474271,-0.035408,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100023238053,51.474271,-0.035408,updated,true,,,GOLDSMITHS' COLLEGE,"Goldsmiths, University of LondonSouth East London Teaching Partnership"
match:market_reg:accreditation,Haybridge SCITT,Four Stones Gateway Trust,10034167,,2B3,accredited,5701,2024-08-01T00:00:00Z,,scitt,Haybridge SCITT,Brake Lane,,Hagley,,DY8 2XS,52.4237064,-2.1499859,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,52.4237064,-2.1499859,original,,,,HAYBRIDGE HIGH SCHOOL AND SIXTH FORM,
match:market_reg:accreditation,Huddersfield Horizon SCITT,South Pennine Academies,10058690,,2EX,accredited,5713,2024-08-01T00:00:00Z,,scitt,Huddersfield Horizon SCITT (South Pennine Academies),The Gateway,Lowfields Close,"Elland, Halifax",West Yorkshire,HX5 9DX,53.6917098,-1.8288964,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.6917098,-1.8288964,original,,,,SOUTH PENNINE ACADEMIES,SOUTH PENNINE ACADEMIES (Academy Trust)
match:market_reg:accreditation,Inspiring Future Teachers,HISP Multi Academy Trust,10058640,,3Y3,accredited,5738,2023-08-01T00:00:00Z,,scitt,c/o HISP Multi Academy Trust,Winchester Road,,Chandlers Ford,Hampshire,SO53 2DW,50.9953445,-1.3633755,,"2026,2025,2024,2023",2026,,50.9953445,-1.3633755,original,,,,HISP MULTI ACADEMY TRUST LTD,HISP MULTI ACADEMY TRUST LTD (Academy Trust)
match:market_reg:accreditation,Keele and North Staffordshire Teacher Education,Shaw Education Trust,10060817,,24J,accredited,5653,2024-08-01T00:00:00Z,,scitt,Gloucester Road,Kidsgrove,,Stoke On Trent,,ST7 4DL,53.0943623,-2.2328203,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100031748922,53.0943623,-2.2328203,updated,true,,,THE SHAW EDUCATION TRUST,THE SHAW EDUCATION TRUST (Academy Trust)
match:market_reg:accreditation,King Edward's Consortium,King Edward VI Academy Trust Birmingham,10065300,,K50,accredited,5591,2024-08-01T00:00:00Z,,scitt,Vicarage Road,Kings Heath,,Birmingham,,B14 7QJ,52.4309751,-1.9027397,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100071570764,52.4309751,-1.9027397,updated,true,,,KING EDWARD VI ACADEMY TRUST BIRMINGHAM,KING EDWARD VI ACADEMY TRUST BIRMINGHAM (Academy Trust)
match:market_reg:accreditation,King's College London (University of London),King's College London,10003645,,K60,accredited,1515,2024-08-01T00:00:00Z,,hei,Admissions and Registry Services,King's College London,Bush House â North West Wing,30 Aldwych,London,WC2B 4BG,51.5119411,-0.1164779,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.5119411,-0.1164779,original,,,,KING'S COLLEGE LONDON,
match:market_reg:accreditation,Kingsbridge EIP SCITT,Achievement Through Collaboration Trust,10054033,,1S2,accredited,5616,2024-08-01T00:00:00Z,,scitt,Kingsbridge Teacher Training,"Units 11&12, South Preston Office Village",Cuerden Way,Bamber Bridge,,PR5 6BL,53.7223382,-2.6701193,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.7223382,-2.6701193,original,,,,COMMUNITY FIRST ACADEMY TRUST,Kingsbridge EIP SCITTCOMMUNITY FIRST ACADEMY TRUST (Academy Trust)
match:market_reg:accreditation,Kingston University,Kingston University Higher Education Corporation,10003678,,K84,accredited,1516,2024-08-01T00:00:00Z,,hei,Kingston Hill Campus,Kingston Hill,,Kingston-upon-Thames,London,KT2 7LB,51.4292831,-0.2648285,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.4292831,-0.2648285,original,,,,KINGSTON UNIVERSITY,
match:market_reg:accreditation,Leeds Beckett University,Leeds Beckett University,10003861,,L27,accredited,1517,2024-08-01T00:00:00Z,,hei,Admissions Team,Leeds Beckett University,Headingley Campus,Leeds,,LS1 3QW,53.8035274,-1.5480355,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.8035274,-1.5480355,original,,,,LEEDS BECKETT UNIVERSITY,
match:market_reg:accreditation,Leeds Trinity University,Leeds Trinity University,10003863,133838,L24,accredited,1532,2024-08-01T00:00:00Z,,hei,Brownberrie Lane,Horsforth,,Leeds,,LS18 5HD,53.8481606,-1.6459213,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,72529629,53.8481606,-1.6459213,updated,true,,,LEEDS TRINITY UNIVERSITY,
match:market_reg:accreditation,Leicester & Leicestershire SCITT,The Mead Educational Trust,10055113,,L33,accredited,5584,2024-08-01T00:00:00Z,,scitt,"343, Gipsy Lane",,,Leicester,,LE4 9DD,52.6523312,-1.098353,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,2465174930,52.6523312,-1.098353,updated,true,provider__legal_name,organisation_name,THE MEAD EDUCATIONAL TRUST,THE MEAD EDUCATIONAL TRUST (Academy Trust)
match:market_reg:accreditation,Lincoln Bishop University,Lincoln Bishop University,10007811,133835,B38,accredited,1503,2024-08-01T00:00:00Z,,hei,Longdales Road,,,Lincoln,,LN1 3DY,53.2435632,-0.537139,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,235029019,53.2435632,-0.537139,updated,true,,,LINCOLN BISHOP UNIVERSITY,
match:market_reg:accreditation,Lincolnshire ITT,The Priory Federation of Academies Trust,10058228,,25G,accredited,5676,2024-08-01T00:00:00Z,,scitt,c/o The Priory Federation of Academies,Clayton Road,,Lincoln,Lincolnshire,LN5 8RE,53.2080394,-0.5435579,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.2080394,-0.5435579,original,,,,THE PRIORY FEDERATION OF ACADEMIES,THE PRIORY FEDERATION OF ACADEMIES (Academy Trust)
match:market_reg:accreditation,Liverpool Hope University,Liverpool Hope University,10003956,133826,L46,accredited,1518,2024-08-01T00:00:00Z,,hei,Hope Park,Taggart Avenue,,Liverpool,,L16 9JD,53.3908007,-2.8922988,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,38148665,53.3908007,-2.8922988,updated,true,,,LIVERPOOL HOPE UNIVERSITY,
match:market_reg:accreditation,London East Teacher Training Alliance,The LETTA Trust,10064599,144236,133,accredited,5663,2024-08-01T00:00:00Z,,scitt,"LETTA, Second Floor, St. Paul's Way Community Centre",83 St Paul's Way,,London,,E3 4AJ,51.518104,-0.0270085,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.518104,-0.0270085,original,,,,THE LETTA TRUST,LETTA Teaching School AllianceLETTA School Direct Ltd.LETTA
match:market_reg:accreditation,London Metropolitan University,London Metropolitan University,10004048,133816,L68,accredited,1520,2024-08-01T00:00:00Z,,hei,166 220,Holloway Road,,London,,N7 8DB,51.5516422,-0.1105435,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,5300047823,51.5516422,-0.1105435,updated,true,,,LONDON METROPOLITAN UNIVERSITY,
match:market_reg:accreditation,London School of Jewish Studies (LSJS),London School of Jewish Studies,10029147,,28T,accredited,5501,2024-08-01T00:00:00Z,,scitt,Schaller House 44 A,Albert Road,,London,,NW4 2SJ,51.5882002,-0.2137078,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,200219174,51.5882002,-0.2137078,updated,true,,,THE LONDON SCHOOL OF JEWISH STUDIES,
match:market_reg:accreditation,Loughborough University,Loughborough University,10004113,133834,L79,accredited,1521,2024-08-01T00:00:00Z,,hei,Loughborough University,,,Loughborough,Leicestershire,LE11 3TU,52.764828,-1.2295195,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,52.764828,-1.2295195,original,address_line_1 has issues,,,LOUGHBOROUGH UNIVERSITY,
match:market_reg:accreditation,Manchester Metropolitan University,Manchester Metropolitan University,10004180,133844,M40,accredited,1522,2024-08-01T00:00:00Z,,hei,"Brooks Building, Birley Fields Campus","53, Bonsall Street",,Manchester,,M15 6GX,53.4666748,-2.2465299,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,10091144903,53.4666748,-2.2465299,updated,true,,,MANCHESTER METROPOLITAN UNIVERSITY,
match:market_reg:accreditation,Manchester Nexus SCITT,The Cranmer Education Trust,10058966,,2EU,accredited,5710,2024-08-01T00:00:00Z,,scitt,Egerton Street,,,Oldham,,OL1 3SQ,53.5447178,-2.10836,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100012727743,53.5447178,-2.10836,updated,true,,,CRANMER EDUCATION TRUST,CRANMER EDUCATION TRUST (Academy Trust)Manchester Nexus SCITT
match:market_reg:accreditation,Mid Essex Initial Teacher Training,Bridge Academy Trust,10058864,,M82,accredited,5524,2024-08-01T00:00:00Z,,scitt,Mid Essex ITT,Notley High School & Braintree Sixth Form,,Braintree,Essex,CM7 1WY,51.865992,0.550046,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.865992,0.550046,original,,,,BRIDGE ACADEMY TRUST,Bridge Academy Trust (Academy Trust)
match:market_reg:accreditation,Middlesex University,Middlesex University,10004351,,M80,accredited,1571,2024-08-01T00:00:00Z,,hei,The Burroughs,,,London,,NW4 4BT,51.5901102,-0.228922,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,200114148,51.5901102,-0.228922,updated,true,,,MIDDLESEX UNIVERSITY,
match:market_reg:accreditation,Mulberry College of Teaching,Mulberry Schools Trust,10064234,,5V5,accredited,5727,2024-08-01T00:00:00Z,,scitt,Richard Street,Commercial Road,,London,,E1 2JP,51.5143048,-0.0602516,,"2026,2025,2024,2023",2026,,51.5143048,-0.0602516,original,,,,MULBERRY SCHOOLS TRUST,Mulberry Schools Trust (Academy Trust)
match:market_reg:accreditation,NE SCITT,North East Learning Trust,10052835,136451,L06,accredited,5609,2026-08-01T00:00:00Z,,scitt,Passfield Way,,,Peterlee,,SR8 1AU,54.749467,-1.353687,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100110772361,54.749467,-1.353687,updated,true,,,NORTH EAST LEARNING TRUST,North East Learning Trust (Academy Trust)
match:market_reg:accreditation,"NITE: National Institute of Teaching & Education, part of Coventry University Group",Coventry University,10001726,,C85,accredited,1585,2024-08-01T00:00:00Z,,hei,Fleming House,Seebeck Place,Knowlhill,Milton Keynes,,MK5 8FR,52.0258176,-0.7733823,,"2026,2025,2024,2023,2022,2021,2020",2026,25120000,52.0258176,-0.7733823,updated,true,provider__legal_name,organisation_name,COVENTRY UNIVERSITY,
match:market_reg:accreditation,National Specialist SCITTs,Chorus Education Trust,10060171,,2F1,accredited,5716,2024-08-01T00:00:00Z,,scitt,"National Specialist SCITTs, Silverdale School (Lead School)",Bents Crescent,,Sheffield,South Yorkshire,S11 9QH,53.3509736,-1.5285217,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,53.3509736,-1.5285217,original,,,,CHORUS EDUCATION TRUST,CHORUS EDUCATION TRUST (Academy Trust)National Specialist SCITTsNML SCITTNMAP SCITTSouth Yorkshire Teaching HubSheffield Teacher Training Alliance
match:market_reg:accreditation,Norfolk Teacher Training Centre,City College Norwich,10004772,,N43,accredited,5627,2024-08-01T00:00:00Z,,scitt,"5, Ipswich Road",,,Norwich,,NR2 2LJ,52.6176581,1.2853557,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,200004362909,52.6176581,1.2853557,updated,true,,,CITY COLLEGE NORWICH,
